ID,SourceId,Organization,RoadwayName,Direction,Description,Reported,LastUpdated,StartDate,PlannedEndDate,EventType,Latitude,Longitude
70560,51233,MTO,HWY 17,Eastbound,"Recurring-Maintenance on HWY 17 Eastbound  between PICHE RD(N)BONFIELD TWP, Bonfield and RENFREW CTY-NIPISSING DIST BDY, Mattawa. 1 Alternating Lane(s).",2025-08-05T11:00:00+00:00,2025-08-03T21:20:00+00:00,2025-08-05T11:00:00+00:00,2025-08-15T20:00:00+00:00,roadwork,46.275467,-79.11012
70562,51234,MTO,HWY 531,Northbound,"Recurring-Maintenance on HWY 531 Northbound  between BONFIELD TWP RD C 8-9-BONFIELD and HWY 17, . 1 Alternating Lane(s).",2025-08-05T11:00:00+00:00,2025-08-03T21:26:00+00:00,2025-08-05T11:00:00+00:00,2025-08-15T20:00:00+00:00,roadwork,46.239418,-79.15142
70565,51235,MTO,HWY 630,Northbound,"Recurring-Maintenance on HWY 630 Northbound  between KIOSK-HWY SIGN and HWY 17 (END OF HWY), . 1 Alternating Lane(s).",2025-08-05T11:00:00+00:00,2025-08-03T21:31:00+00:00,2025-08-05T11:00:00+00:00,2025-08-15T20:00:00+00:00,roadwork,46.090717,-78.88372
70966,228959,MTO,HWY 407 ETR,Westbound,"Recurring-Engineering Investigation on HWY 407 ETR Westbound  between DIXIE ROAD and KENNEDY ROAD -BRAMPTON, Brampton. 2 Left Lane(s).",2025-08-11T01:00:00+00:00,2025-08-05T12:32:00+00:00,2025-08-11T01:00:00+00:00,2025-08-15T09:00:00+00:00,roadwork,43.687603,-79.69104
70968,228958,MTO,HWY 407 ETR,Eastbound,"Recurring-Engineering Investigation on HWY 407 ETR Eastbound  between KENNEDY ROAD -BRAMPTON and DIXIE ROAD, Brampton. 2 Left Lane(s).",2025-08-11T01:00:00+00:00,2025-08-05T12:31:00+00:00,2025-08-11T01:00:00+00:00,2025-08-15T09:00:00+00:00,roadwork,43.663074,-79.7057
70969,228952,MTO,HWY 400,Northbound,"Recurring-Construction on HWY 400 Northbound Collector between 5TH LINE and 9TH CONCESSION, Bradford. 2 Alternating Lane(s).",2025-08-19T03:00:00+00:00,2025-08-05T11:15:00+00:00,2025-08-19T03:00:00+00:00,2025-08-29T09:00:00+00:00,roadwork,44.075127,-79.62479
70970,228953,MTO,HWY 400,Southbound,"Recurring-Construction on HWY 400 Southbound Collector between 9TH CONCESSION and 5TH LINE, Bradford. 2 Alternating Lane(s).",2025-08-19T02:00:00+00:00,2025-08-05T11:17:00+00:00,2025-08-19T02:00:00+00:00,2025-08-29T09:00:00+00:00,roadwork,44.12397,-79.63706
70994,51247,MTO,HWY 401,Eastbound,"Recurring-Construction on HWY 401 Eastbound Off-ramp at Highbury Ave, London. ALL LANES CLOSED.",2025-08-06T03:00:00+00:00,2025-08-05T13:38:00+00:00,2025-08-06T03:00:00+00:00,2025-09-05T09:00:00+00:00,roadwork,42.93649,-81.1793
71054,51250,MTO,HWY 17,Eastbound,"Recurring-Engineering Investigation on HWY 17 Eastbound  between WHITE RIVER E LTS and SOUTH WHITE R BR S BRANCH, White River. 1 Alternating Lane(s).",2025-09-03T13:00:00+00:00,2025-08-05T15:39:00+00:00,2025-09-03T13:00:00+00:00,2025-10-31T21:00:00+00:00,roadwork,48.58917,-85.265114
71114,51254,MTO,HWY 17,Westbound,"Recurring-Construction on HWY 17 Westbound  between SOUTH WHITE R BR S BRANCH and WHITE RIVER E LTS, White River. 1 Alternating Lane(s).",2025-08-07T12:00:00+00:00,2025-08-05T18:33:00+00:00,2025-08-07T12:00:00+00:00,2025-08-21T22:00:00+00:00,roadwork,48.47499,-85.12288
71121,228974,MTO,HWY 410,Northbound,"Recurring-Maintenance on HWY 410 Northbound  between BOVAIRD DRIVE/N JCT HWY 7 and MAYFIELD ROAD, Brampton. 1 Alternating Lane(s).",2025-08-12T02:00:00+00:00,2025-08-05T17:37:00+00:00,2025-08-12T02:00:00+00:00,2025-08-15T10:00:00+00:00,roadwork,43.725464,-79.76526
71124,51255,MTO,HWY 401,Westbound,"Recurring-Construction on HWY 401 Westbound On-ramp at MALLORYTOWN RD (IC 675)/Leeds & Grenville CR 5, Mallorytown. ALL LANES CLOSED.",2025-08-13T23:00:00+00:00,2025-08-05T18:48:00+00:00,2025-08-13T23:00:00+00:00,2025-08-15T09:00:00+00:00,roadwork,44.47432,-75.86948
71158,228886,MTO,HWY 404,Northbound,"Construction on HWY 404 Northbound  between BLOOMINGTON ROAD and BLOOMINGTON ROAD, Aurora. 1 Left Lane(s).",2025-08-09T02:00:00+00:00,2025-08-01T05:08:00+00:00,2025-08-09T02:00:00+00:00,2025-08-18T09:00:00+00:00,roadwork,43.9777,-79.392876
71293,51261,MTO,HWY 401,Eastbound,"Recurring-Construction on HWY 401 Eastbound  between STEWART BLVD (IC 696)/Leeds & Grenville CR 29 (Brockville) and North AUGUSTA RD (IC 698), Brockville. 1 Alternating Lane(s).",2025-08-10T23:00:00+00:00,2025-08-06T10:15:00+00:00,2025-08-10T23:00:00+00:00,2025-08-15T10:00:00+00:00,roadwork,44.59945,-75.70122
71318,228982,MTO,HWY 400,Southbound,"Construction on HWY 400 Southbound  between QUARRY RD/SIMCOE 59 and QUARRY RD/SIMCOE 59, Tay. ALL LANES CLOSED.",2025-08-14T04:00:00+00:00,2025-08-05T20:38:00+00:00,2025-08-14T04:00:00+00:00,2025-08-15T09:00:00+00:00,roadwork,44.767105,-79.69368
71321,228995,MTO,HWY 401,Eastbound,"Recurring-Construction on HWY 401 Eastbound  between GUELPH LINE and REGIONAL ROAD 25, Milton. 2 Alternating Lane(s).",2025-08-11T02:00:00+00:00,2025-08-06T08:08:00+00:00,2025-08-11T02:00:00+00:00,2025-08-15T09:00:00+00:00,roadwork,43.49118,-79.987885
71334,229024,MTO,HWY 400,Southbound,"Recurring-Maintenance on HWY 400 Southbound  between HWY 11 JCT, Springwater and MAPLEVIEW DRIVE, Barrie. 1 Right Lane(s).",2025-08-18T00:00:00+00:00,2025-08-06T12:58:00+00:00,2025-08-18T00:00:00+00:00,2025-08-23T10:00:00+00:00,roadwork,44.427162,-79.65115
71335,229023,MTO,HWY 400,Northbound,"Recurring-Maintenance on HWY 400 Northbound  between MAPLEVIEW DRIVE, Barrie and HWY 11 JCT, Springwater. 1 Right Lane(s).",2025-08-18T00:00:00+00:00,2025-08-06T12:57:00+00:00,2025-08-18T00:00:00+00:00,2025-08-23T10:00:00+00:00,roadwork,44.335453,-79.68464
71343,229026,MTO,HWY 400,Southbound,"Recurring-Maintenance on HWY 400 Southbound  between SEVERN RIVER BRIDGE, Tay and HWY 11 JCT, Springwater. 1 Right Lane(s).",2025-08-17T23:00:00+00:00,2025-08-06T13:00:00+00:00,2025-08-17T23:00:00+00:00,2025-08-23T11:00:00+00:00,roadwork,44.79979,-79.722084
71344,229027,MTO,HWY 11,Northbound,"Recurring-Maintenance on HWY 11 Northbound  between HWY 400, Oro Medonte and SEVERN RIVER BRIDGE/WEST BRANCH, Severn. 1 Right Lane(s).",2025-08-18T00:00:00+00:00,2025-08-06T13:01:00+00:00,2025-08-18T00:00:00+00:00,2025-08-23T11:00:00+00:00,roadwork,44.422604,-79.65403
71345,229030,MTO,HWY 12,Southbound,"Recurring-Maintenance on HWY 12 Southbound  between ATHERLEY RD, Orillia and TALBOT RIVER BR, Ramara. 1 Alternating Lane(s).",2025-08-18T00:00:00+00:00,2025-08-06T13:03:00+00:00,2025-08-18T00:00:00+00:00,2025-08-23T11:00:00+00:00,roadwork,44.60623,-79.38732
71346,229020,MTO,HWY 400,Northbound,"Recurring-Maintenance on HWY 400 Northbound  between CANAL RD., Bradford and MAPLEVIEW DRIVE, Barrie. 1 Right Lane(s).",2025-08-18T02:00:00+00:00,2025-08-06T12:55:00+00:00,2025-08-18T02:00:00+00:00,2025-08-23T11:00:00+00:00,roadwork,44.05241,-79.60943
71347,229021,MTO,HWY 400,Southbound,"Recurring-Maintenance on HWY 400 Southbound  between MAPLEVIEW DRIVE, Barrie and CANAL RD., Bradford. 1 Right Lane(s).",2025-08-18T00:00:00+00:00,2025-08-06T12:56:00+00:00,2025-08-18T00:00:00+00:00,2025-08-23T09:00:00+00:00,roadwork,44.335453,-79.68464
71348,229029,MTO,HWY 12,Northbound,"Recurring-Maintenance on HWY 12 Northbound  between TALBOT RIVER BR, Ramara and ATHERLEY RD, Orillia. 1 Alternating Lane(s).",2025-08-18T00:00:00+00:00,2025-08-06T13:02:00+00:00,2025-08-18T00:00:00+00:00,2025-08-23T11:00:00+00:00,roadwork,44.485943,-79.150085
71349,229028,MTO,HWY 11,Southbound,"Recurring-Maintenance on HWY 11 Southbound  between SEVERN RIVER BRIDGE/WEST BRANCH, Severn and HWY 400, Oro Medonte. 1 Right Lane(s).",2025-08-18T00:00:00+00:00,2025-08-06T13:01:00+00:00,2025-08-18T00:00:00+00:00,2025-08-23T11:00:00+00:00,roadwork,44.762962,-79.33468
71350,229025,MTO,HWY 400,Northbound,"Recurring-Maintenance on HWY 400 Northbound  between HWY 11 JCT, Springwater and SEVERN RIVER BRIDGE, Tay. 1 Right Lane(s).",2025-08-17T23:00:00+00:00,2025-08-06T12:59:00+00:00,2025-08-17T23:00:00+00:00,2025-08-23T11:00:00+00:00,roadwork,44.427162,-79.65115
71351,229031,MTO,HWY 12,Southbound,"Recurring-Maintenance on HWY 12 Southbound  between HARVEY SETTLEMENT ROAD/FAIRGROUNDS ROAD, Oro Medonte and ATHERLEY RD, Orillia. 1 Alternating Lane(s).",2025-08-18T02:00:00+00:00,2025-08-06T13:04:00+00:00,2025-08-18T02:00:00+00:00,2025-08-23T10:00:00+00:00,roadwork,44.612568,-79.46308
71352,229032,MTO,HWY 12,Northbound,"Recurring-Maintenance on HWY 12 Northbound  between ATHERLEY RD, Orillia and HARVEY SETTLEMENT ROAD/FAIRGROUNDS ROAD, Oro Medonte. 1 Alternating Lane(s).",2025-08-18T02:00:00+00:00,2025-08-06T13:06:00+00:00,2025-08-18T02:00:00+00:00,2025-08-23T10:00:00+00:00,roadwork,44.60623,-79.38732
71353,229033,MTO,HWY 12,Northbound,"Recurring-Maintenance on HWY 12 Northbound  between HARVEY SETTLEMENT ROAD/FAIRGROUNDS ROAD, Oro Medonte and HWY 93/SIMCOE ROAD 93, Midland. 1 Alternating Lane(s).",2025-08-18T00:00:00+00:00,2025-08-06T13:06:00+00:00,2025-08-18T00:00:00+00:00,2025-08-23T11:00:00+00:00,roadwork,44.612568,-79.46308
71354,229036,MTO,HWY 26,Eastbound,"Recurring-Maintenance on HWY 26 Eastbound  between LAKEVIEW AVENUE, Clearview and CARSON ROAD, Springwater. 1 Alternating Lane(s).",2025-08-18T00:00:00+00:00,2025-08-06T13:08:00+00:00,2025-08-18T00:00:00+00:00,2025-08-23T11:00:00+00:00,roadwork,44.490616,-80.171555
71355,229034,MTO,HWY 12,Southbound,"Recurring-Maintenance on HWY 12 Southbound  between HWY 93/SIMCOE ROAD 93, Midland and HARVEY SETTLEMENT ROAD/FAIRGROUNDS ROAD, Oro Medonte. 1 Alternating Lane(s).",2025-08-18T00:00:00+00:00,2025-08-06T13:07:00+00:00,2025-08-18T00:00:00+00:00,2025-08-23T11:00:00+00:00,roadwork,44.7188,-79.89764
71359,228985,MTO,HWY 400,Northbound,"Recurring-Construction on HWY 400 Northbound Express between HIGHWAY 7 and BASS PRO MILLS DRIVE, Vaughan. 4 Alternating Lane(s).",2025-08-11T01:00:00+00:00,2025-08-05T23:17:00+00:00,2025-08-11T01:00:00+00:00,2025-08-16T10:00:00+00:00,roadwork,43.791344,-79.53936
71360,228984,MTO,HWY 400,Northbound,"Recurring-Construction on HWY 400 Northbound Collector between HIGHWAY 7 and BASS PRO MILLS DRIVE, Vaughan. 1 Alternating Lane(s).",2025-08-11T02:00:00+00:00,2025-08-05T23:16:00+00:00,2025-08-11T02:00:00+00:00,2025-08-16T10:00:00+00:00,roadwork,43.791344,-79.53936
71361,229037,MTO,HWY 26,Westbound,"Recurring-Maintenance on HWY 26 Westbound  between CARSON ROAD, Springwater and LAKEVIEW AVENUE, Clearview. 1 Alternating Lane(s).",2025-08-18T00:00:00+00:00,2025-08-06T13:09:00+00:00,2025-08-18T00:00:00+00:00,2025-08-23T11:00:00+00:00,roadwork,44.42869,-79.7241
71362,229039,MTO,HWY 89,Eastbound,"Recurring-Maintenance on HWY 89 Eastbound  between MONO-ADJALA TOWNLINE ROAD and HWY 400, Essa. 1 Alternating Lane(s).",2025-08-17T23:00:00+00:00,2025-08-06T13:10:00+00:00,2025-08-17T23:00:00+00:00,2025-08-23T10:00:00+00:00,roadwork,44.12327,-79.993935
71363,229040,MTO,HWY 89,Westbound,"Recurring-Maintenance on HWY 89 Westbound  between HWY 400 and MONO-ADJALA TOWNLINE ROAD, Essa. 1 Right Lane(s).",2025-08-17T23:00:00+00:00,2025-08-06T13:11:00+00:00,2025-08-17T23:00:00+00:00,2025-08-23T10:00:00+00:00,roadwork,44.19973,-79.65732
71364,229041,MTO,HWY 93,Northbound,"Recurring-Maintenance on HWY 93 Northbound  between HWY 400, Springwater and HWY 12/ANGELA SCHMIDT FOSTER ROAD, Tay. 1 Alternating Lane(s).",2025-08-18T00:00:00+00:00,2025-08-06T13:12:00+00:00,2025-08-18T00:00:00+00:00,2025-08-23T11:00:00+00:00,roadwork,44.552452,-79.74547
71369,228986,MTO,HWY 400,Northbound,"Recurring-Construction on HWY 400 Northbound Express between BASS PRO MILLS DRIVE and MAJOR MACKENZIE DRIVE, Vaughan. 3 Alternating Lane(s).",2025-08-11T02:00:00+00:00,2025-08-05T23:17:00+00:00,2025-08-11T02:00:00+00:00,2025-08-16T13:00:00+00:00,roadwork,43.82064,-79.5456
71371,229044,MTO,HWY 11,Northbound,"Recurring-Maintenance on HWY 11 Northbound  between LACLIE STREET, Orillia and SEVERN RIVER BRIDGE/WEST BRANCH, Severn. 1 Right Lane(s).",2025-08-18T13:00:00+00:00,2025-08-06T13:14:00+00:00,2025-08-18T13:00:00+00:00,2025-08-21T20:00:00+00:00,roadwork,44.642235,-79.42286
71372,229045,MTO,HWY 11,Southbound,"Recurring-Maintenance on HWY 11 Southbound  between SEVERN RIVER BRIDGE/WEST BRANCH, Severn and LACLIE STREET, Orillia. 1 Right Lane(s).",2025-08-18T13:00:00+00:00,2025-08-06T13:15:00+00:00,2025-08-18T13:00:00+00:00,2025-08-21T20:00:00+00:00,roadwork,44.762962,-79.33468
71373,229043,MTO,HWY 93,Southbound,"Recurring-Maintenance on HWY 93 Southbound  between HWY 12/ANGELA SCHMIDT FOSTER ROAD, Tay and HWY 400, Springwater. 1 Right Lane(s).",2025-08-18T00:00:00+00:00,2025-08-06T13:13:00+00:00,2025-08-18T00:00:00+00:00,2025-08-23T11:00:00+00:00,roadwork,44.718716,-79.89774
71374,229047,MTO,HWY 12,Southbound,"Recurring-Maintenance on HWY 12 Southbound  between ATHERLEY RD, Orillia and DURHAM RD 50, Ramara. 1 Alternating Lane(s).",2025-08-18T13:00:00+00:00,2025-08-06T13:16:00+00:00,2025-08-18T13:00:00+00:00,2025-08-21T19:00:00+00:00,roadwork,44.60623,-79.38732
71375,229046,MTO,HWY 12,Northbound,"Recurring-Maintenance on HWY 12 Northbound  between DURHAM RD 50, Ramara and ATHERLEY RD, Orillia. 1 Alternating Lane(s).",2025-08-18T13:00:00+00:00,2025-08-06T13:16:00+00:00,2025-08-18T13:00:00+00:00,2025-08-21T19:00:00+00:00,roadwork,44.496002,-79.156
71376,229048,MTO,HWY 12,Northbound,"Recurring-Maintenance on HWY 12 Northbound  between HARVEY SETTLEMENT ROAD/FAIRGROUNDS ROAD, Oro Medonte and HWY 93/SIMCOE ROAD 93, Midland. 1 Alternating Lane(s).",2025-08-18T13:00:00+00:00,2025-08-06T13:17:00+00:00,2025-08-18T13:00:00+00:00,2025-08-22T19:00:00+00:00,roadwork,44.612568,-79.46308
71381,228987,MTO,HWY 400,Southbound,"Recurring-Construction on HWY 400 Southbound Express between MAJOR MACKENZIE DRIVE and BASS PRO MILLS DRIVE, Vaughan. 3 Alternating Lane(s).",2025-08-11T02:00:00+00:00,2025-08-05T23:18:00+00:00,2025-08-11T02:00:00+00:00,2025-08-16T09:00:00+00:00,roadwork,43.846935,-79.54861
71382,229050,MTO,HWY 35/115,Northbound,"Recurring-Maintenance on HWY 35/115 Northbound  between HWY 401, Clarington and HWY 35, . 1 Alternating Lane(s).",2025-08-10T23:00:00+00:00,2025-08-06T13:19:00+00:00,2025-08-10T23:00:00+00:00,2025-08-15T10:00:00+00:00,roadwork,43.90284,-78.62562
71383,229053,MTO,HWY 89,Eastbound,"Recurring-Maintenance on HWY 89 Eastbound  between MONO-ADJALA TOWNLINE ROAD and HWY 400, Essa. 1 Alternating Lane(s).",2025-08-18T13:00:00+00:00,2025-08-06T13:21:00+00:00,2025-08-18T13:00:00+00:00,2025-08-21T19:00:00+00:00,roadwork,44.12327,-79.993935
71384,229054,MTO,HWY 89,Westbound,"Recurring-Maintenance on HWY 89 Westbound  between HWY 400 and MONO-ADJALA TOWNLINE ROAD, Essa. 1 Alternating Lane(s).",2025-08-18T13:00:00+00:00,2025-08-06T13:22:00+00:00,2025-08-18T13:00:00+00:00,2025-08-21T19:00:00+00:00,roadwork,44.19973,-79.65732
71385,229051,MTO,HWY 26,Eastbound,"Recurring-Maintenance on HWY 26 Eastbound  between POPLAR SIDEROAD, Clearview and CARSON ROAD, Springwater. 1 Alternating Lane(s).",2025-08-18T13:00:00+00:00,2025-08-06T13:20:00+00:00,2025-08-18T13:00:00+00:00,2025-08-21T19:00:00+00:00,roadwork,44.488663,-80.16752
71386,229055,MTO,HWY 93,Northbound,"Recurring-Maintenance on HWY 93 Northbound  between HWY 400, Springwater and HWY 12/ANGELA SCHMIDT FOSTER ROAD, Tay. 1 Alternating Lane(s).",2025-08-18T13:00:00+00:00,2025-08-06T13:23:00+00:00,2025-08-18T13:00:00+00:00,2025-08-22T20:00:00+00:00,roadwork,44.552452,-79.74547
71387,229052,MTO,HWY 26,Westbound,"Recurring-Maintenance on HWY 26 Westbound  between CARSON ROAD, Springwater and POPLAR SIDEROAD, Clearview. 1 Alternating Lane(s).",2025-08-18T13:00:00+00:00,2025-08-06T13:21:00+00:00,2025-08-18T13:00:00+00:00,2025-08-21T19:00:00+00:00,roadwork,44.42869,-79.7241
71388,229049,MTO,HWY 12,Southbound,"Recurring-Maintenance on HWY 12 Southbound  between HWY 93/SIMCOE ROAD 93, Midland and HARVEY SETTLEMENT ROAD/FAIRGROUNDS ROAD, Oro Medonte. 1 Alternating Lane(s).",2025-08-18T13:00:00+00:00,2025-08-06T13:18:00+00:00,2025-08-18T13:00:00+00:00,2025-08-22T19:00:00+00:00,roadwork,44.7188,-79.89764
71390,228988,MTO,HWY 400,Southbound,"Recurring-Construction on HWY 400 Southbound Express between BASS PRO MILLS DRIVE and HIGHWAY 7, Vaughan. 4 Alternating Lane(s).",2025-08-11T01:00:00+00:00,2025-08-05T23:18:00+00:00,2025-08-11T01:00:00+00:00,2025-08-16T09:00:00+00:00,roadwork,43.82064,-79.5456
71391,228989,MTO,HWY 400,Southbound,"Recurring-Construction on HWY 400 Southbound Collector between BASS PRO MILLS DRIVE and HIGHWAY 7, Vaughan. 1 Alternating Lane(s).",2025-08-11T02:00:00+00:00,2025-08-05T23:18:00+00:00,2025-08-11T02:00:00+00:00,2025-08-16T10:00:00+00:00,roadwork,43.82064,-79.5456
71392,229056,MTO,HWY 35/115,Southbound,"Recurring-Maintenance on HWY 35/115 Southbound  between HWY 35 and HWY 401, Clarington. 1 Alternating Lane(s).",2025-08-10T23:00:00+00:00,2025-08-06T13:23:00+00:00,2025-08-10T23:00:00+00:00,2025-08-15T10:00:00+00:00,roadwork,44.060196,-78.62273
71393,229058,MTO,HWY 401,Eastbound,"Recurring-Maintenance on HWY 401 Eastbound  between HARMONY ROAD, Oshawa and BOUNDARY ROAD, Port Hope. 1 Alternating Lane(s).",2025-08-10T23:00:00+00:00,2025-08-06T13:28:00+00:00,2025-08-10T23:00:00+00:00,2025-08-15T10:00:00+00:00,roadwork,43.8871,-78.82658
71394,229057,MTO,HWY 93,Southbound,"Recurring-Maintenance on HWY 93 Southbound  between HWY 12/ANGELA SCHMIDT FOSTER ROAD, Tay and HWY 400, Springwater. 1 Alternating Lane(s).",2025-08-18T13:00:00+00:00,2025-08-06T13:23:00+00:00,2025-08-18T13:00:00+00:00,2025-08-22T20:00:00+00:00,roadwork,44.718716,-79.89774
71397,229059,MTO,HWY 401,Westbound,"Recurring-Maintenance on HWY 401 Westbound  between BOUNDARY ROAD, Port Hope and HARMONY ROAD, Oshawa. 1 Alternating Lane(s).",2025-08-10T23:00:00+00:00,2025-08-06T13:32:00+00:00,2025-08-10T23:00:00+00:00,2025-08-15T10:00:00+00:00,roadwork,43.939877,-78.44936
71484,229069,MTO,HWY 3,Westbound,"Recurring-Maintenance on HWY 3 Westbound  between KILLALY STREET EAST/NIAGARA ROAD 5, Port Colborne and POINT ALBINO ROAD/NIAGARA REG ROAD 112, Fort Erie. 1 Left Lane(s).",2025-08-11T10:00:00+00:00,2025-08-06T17:12:00+00:00,2025-08-11T10:00:00+00:00,2025-08-15T00:30:00+00:00,roadwork,42.89253,-79.18221
71486,229068,MTO,HWY 3,Eastbound,"Recurring-Maintenance on HWY 3 Eastbound  between POINT ALBINO ROAD/NIAGARA REG ROAD 112, Fort Erie and KILLALY STREET EAST/NIAGARA ROAD 5, Port Colborne. 1 Left Lane(s).",2025-08-11T10:00:00+00:00,2025-08-06T17:07:00+00:00,2025-08-11T10:00:00+00:00,2025-08-15T00:30:00+00:00,roadwork,42.90167,-79.0944
71497,229071,MTO,HWY 400,Southbound,"Recurring-Engineering Investigation on HWY 400 Southbound  between ST VINCENT STREET and SUNNIDALE ROAD, Barrie. 2 Alternating Lane(s).",2025-08-17T23:00:00+00:00,2025-08-06T17:30:00+00:00,2025-08-17T23:00:00+00:00,2025-08-22T11:00:00+00:00,roadwork,44.409,-79.686646
71520,229073,MTO,HWY 401,Eastbound,"Recurring-Construction on HWY 401 Eastbound Express between WESTNEY ROAD and WESTNEY ROAD, Ajax. 4 Right Lane(s).",2025-08-12T00:00:00+00:00,2025-08-06T18:47:00+00:00,2025-08-12T00:00:00+00:00,2025-08-15T10:00:00+00:00,roadwork,43.849102,-79.04046
71526,229074,MTO,HWY 401,Westbound,"Recurring-Construction on HWY 401 Westbound Collector Off-ramp at HWY 2/ KINGSTON RD, Toronto. ALL LANES CLOSED.",2025-08-13T01:00:00+00:00,2025-08-06T18:47:00+00:00,2025-08-13T01:00:00+00:00,2025-08-15T09:30:00+00:00,roadwork,43.795807,-79.14937
71527,229075,MTO,HWY 401,Westbound,"Recurring-Construction on HWY 401 Westbound On-ramp at PORT UNION ROAD, Toronto. ALL LANES CLOSED.",2025-08-13T02:00:00+00:00,2025-08-06T18:55:00+00:00,2025-08-13T02:00:00+00:00,2025-08-15T09:30:00+00:00,roadwork,43.797802,-79.144936
71534,229078,MTO,HWY 401,Westbound,"Recurring-Construction on HWY 401 Westbound Collector Off-ramp at PORT UNION ROAD, Toronto. 1 Left Lane(s).",2025-08-13T02:00:00+00:00,2025-08-06T19:07:00+00:00,2025-08-13T02:00:00+00:00,2025-08-15T10:00:00+00:00,roadwork,43.797802,-79.144936
71539,229080,MTO,QEW,Fort Erie Bound,"Recurring-Maintenance on QEW Fort Erie Bound On-ramp at CENTENNIAL PKWY, Hamilton. ALL LANES CLOSED.",2025-08-11T03:00:00+00:00,2025-08-06T19:23:00+00:00,2025-08-11T03:00:00+00:00,2025-08-15T09:00:00+00:00,roadwork,43.24609,-79.75694
71643,51275,MTO,HWY 588,Northbound,"Special Event on HWY 588 Northbound  between HWYS 11/17,  and HARSTONE RD, Kakabeka Falls. ALL LANES CLOSED.",2025-08-17T11:00:00+00:00,2025-08-07T02:56:00+00:00,2025-08-17T11:00:00+00:00,2025-08-17T11:30:00+00:00,roadwork,48.380585,-89.56821
71649,51276,MTO,HWY 11,Northbound,"Recurring-Special Event on HWY 11 Northbound  between SEC HWY 588(S) and POLE LINE RD(N), Kakabeka Falls. ALL LANES CLOSED.",2025-08-17T11:00:00+00:00,2025-08-07T04:19:00+00:00,2025-08-17T11:00:00+00:00,2025-08-17T11:30:00+00:00,roadwork,48.380585,-89.56821
71650,51277,MTO,HWY 11,Southbound,"Recurring-Special Event on HWY 11 Southbound  between CLERGUE ST(N) and OLIVER RD(N), Kakabeka Falls. 1 Alternating Lane(s).",2025-08-17T10:30:00+00:00,2025-08-07T04:28:00+00:00,2025-08-17T10:30:00+00:00,2025-08-17T15:00:00+00:00,roadwork,48.401836,-89.61647
71837,51280,MTO,HWY 400,Northbound,"Recurring-Engineering Investigation on HWY 400 Northbound  between NB EXIT 182 RAGGED RAPIDS RD/Iroquois Cranberry Growers Rd, BALA and MOON R BR GORGIAN BAY TWP, Mactier. 1 Right Lane(s).",2025-08-11T11:00:00+00:00,2025-08-07T12:22:00+00:00,2025-08-11T11:00:00+00:00,2025-08-15T23:00:00+00:00,roadwork,45.033558,-79.7706
71843,229102,MTO,HWY 410,Northbound,"Recurring-Maintenance on HWY 410 Northbound  between COURTNEY PARK DRIVE, Mississauga and VALLEYWOOD BLVD/HURONTARIO ST, Caledon. 1 Alternating Lane(s).",2025-08-11T03:00:00+00:00,2025-08-07T11:04:00+00:00,2025-08-11T03:00:00+00:00,2025-08-15T08:30:00+00:00,roadwork,43.651936,-79.677536
71844,229103,MTO,HWY 410,Southbound,"Recurring-Maintenance on HWY 410 Southbound  between VALLEYWOOD BLVD/HURONTARIO ST, Caledon and COURTNEY PARK DRIVE, Mississauga. 1 Alternating Lane(s).",2025-08-11T03:00:00+00:00,2025-08-07T11:12:00+00:00,2025-08-11T03:00:00+00:00,2025-08-15T08:30:00+00:00,roadwork,43.741344,-79.831314
71847,229104,MTO,HWY 407 ETR,Westbound,"Recurring-Engineering Investigation on HWY 407 ETR Westbound  between DIXIE ROAD and HWY 410, Brampton. 1 Right Lane(s).",2025-08-12T01:00:00+00:00,2025-08-07T12:08:00+00:00,2025-08-12T01:00:00+00:00,2025-08-15T09:00:00+00:00,roadwork,43.687603,-79.69104
71850,229085,MTO,HWY 427,Southbound,"Recurring-Maintenance on HWY 427 Southbound Express between HWY 401,  and BLOOR STREET, Toronto. 1 Right Lane(s).",2025-08-11T02:00:00+00:00,2025-08-07T02:29:00+00:00,2025-08-11T02:00:00+00:00,2025-08-15T09:00:00+00:00,roadwork,43.671665,-79.57715
71851,229086,MTO,HWY 427,Southbound,"Recurring-Maintenance on HWY 427 Southbound Collector between HWY 401,  and BLOOR STREET, Toronto. 1 Left Lane(s).",2025-08-11T02:00:00+00:00,2025-08-07T02:34:00+00:00,2025-08-11T02:00:00+00:00,2025-08-15T09:00:00+00:00,roadwork,43.671665,-79.57715
71887,229096,MTO,HWY 404,Southbound,"Recurring-Construction on HWY 404 Southbound Off-ramp at AURORA ROAD, Whitchurch-Stouffville. ALL LANES CLOSED.",2025-08-15T01:00:00+00:00,2025-08-07T06:10:00+00:00,2025-08-15T01:00:00+00:00,2025-08-15T10:00:00+00:00,roadwork,44.013714,-79.406654
71907,229138,MTO,HWY 401,Westbound,"Recurring-Maintenance on HWY 401 Westbound Collector between DUFFERIN STREET and KEELE ST, Toronto. 1 Right Lane(s).",2025-08-20T02:00:00+00:00,2025-08-07T14:50:00+00:00,2025-08-20T02:00:00+00:00,2025-08-20T09:00:00+00:00,roadwork,43.727978,-79.45786
