BaseId,Source,SourceId,Roadway,Direction,Location,Latitude,Longitude,ViewId,Url,Status,Description
10,RWIS (MTO),CR-7,Highway 3,Unknown,Highway 3 near Ostryhon Corners,42.89118,-79.36625,29,https://511on.ca/map/Cctv/29,Enabled,Looking West
10,RWIS (MTO),CR-7,Highway 3,Unknown,Highway 3 near Ostryhon Corners,42.89118,-79.36625,30,https://511on.ca/map/Cctv/30,Enabled,Looking North
11,RWIS (MTO),WR-2,Highway 4,Unknown,Highway 4 near Fifteen Mile Road,43.15078,-81.34683,31,https://511on.ca/map/Cctv/31,Enabled,Looking South
11,RWIS (MTO),WR-2,Highway 4,Unknown,Highway 4 near Fifteen Mile Road,43.15078,-81.34683,32,https://511on.ca/map/Cctv/32,Enabled,Looking West
11,RWIS (MTO),WR-2,Highway 4,Unknown,Highway 4 near Fifteen Mile Road,43.15078,-81.34683,33,https://511on.ca/map/Cctv/33,Enabled,Looking North
12,RWIS (MTO),CR-28,Highway 6,Unknown,Highway 6 at Highway 5,43.310178,-79.914637,34,https://511on.ca/map/Cctv/34,Enabled,Looking South
12,RWIS (MTO),CR-28,Highway 6,Unknown,Highway 6 at Highway 5,43.310178,-79.914637,35,https://511on.ca/map/Cctv/35,Enabled,Looking Down
12,RWIS (MTO),CR-28,Highway 6,Unknown,Highway 6 at Highway 5,43.310178,-79.914637,36,https://511on.ca/map/Cctv/36,Enabled,Looking North
13,RWIS (MTO),WR-40,Highway 6,Unknown,Highway 6 near Sideroad 10,43.735063,-80.420469,37,https://511on.ca/map/Cctv/37,Enabled,Looking North
13,RWIS (MTO),WR-40,Highway 6,Unknown,Highway 6 near Sideroad 10,43.735063,-80.420469,38,https://511on.ca/map/Cctv/38,Enabled,Looking Down
13,RWIS (MTO),WR-40,Highway 6,Unknown,Highway 6 near Sideroad 10,43.735063,-80.420469,39,https://511on.ca/map/Cctv/39,Enabled,Looking South
14,RWIS (MTO),WR-13,Highway 6,Unknown,Highway 6 near Sideroad 3,43.947872,-80.71581,40,https://511on.ca/map/Cctv/40,Enabled,Looking South
14,RWIS (MTO),WR-13,Highway 6,Unknown,Highway 6 near Sideroad 3,43.947872,-80.71581,41,https://511on.ca/map/Cctv/41,Enabled,Looking Down
14,RWIS (MTO),WR-13,Highway 6,Unknown,Highway 6 near Sideroad 3,43.947872,-80.71581,42,https://511on.ca/map/Cctv/42,Enabled,Looking North
15,RWIS (MTO),WR-25,Highway 6,Unknown,Highway 6 near County Road 9,44.05002,-80.79426,43,https://511on.ca/map/Cctv/43,Enabled,Looking North
15,RWIS (MTO),WR-25,Highway 6,Unknown,Highway 6 near County Road 9,44.05002,-80.79426,44,https://511on.ca/map/Cctv/44,Enabled,Looking Down
15,RWIS (MTO),WR-25,Highway 6,Unknown,Highway 6 near County Road 9,44.05002,-80.79426,45,https://511on.ca/map/Cctv/45,Enabled,Looking South
16,RWIS (MTO),WR-33,Highway 6,Unknown,Highway 6 near Hidden Valley Road,45.15332,-81.4803166,46,https://511on.ca/map/Cctv/46,Enabled,Looking North
16,RWIS (MTO),WR-33,Highway 6,Unknown,Highway 6 near Hidden Valley Road,45.15332,-81.4803166,47,https://511on.ca/map/Cctv/47,Enabled,Looking Down
16,RWIS (MTO),WR-33,Highway 6,Unknown,Highway 6 near Hidden Valley Road,45.15332,-81.4803166,48,https://511on.ca/map/Cctv/48,Enabled,Looking South
17,RWIS (MTO),NR-05P,Highway 6,Unknown,Highway 6 at Oswald Road,45.568431,-82.012253,49,https://511on.ca/map/Cctv/49,Enabled,Looking South
18,RWIS (MTO),NR-6,Highway 6,Unknown,Highway 6 near 10 Mile Point Road,45.87356,-81.85032,50,https://511on.ca/map/Cctv/50,Enabled,Looking North
18,RWIS (MTO),NR-6,Highway 6,Unknown,Highway 6 near 10 Mile Point Road,45.87356,-81.85032,51,https://511on.ca/map/Cctv/51,Enabled,Looking Down
18,RWIS (MTO),NR-6,Highway 6,Unknown,Highway 6 near 10 Mile Point Road,45.87356,-81.85032,52,https://511on.ca/map/Cctv/52,Enabled,Looking South
19,RWIS (MTO),WR-30,Highway 7,Unknown,Highway 7 near County Road 26,43.328528,-81.019244,53,https://511on.ca/map/Cctv/53,Enabled,Looking North
19,RWIS (MTO),WR-30,Highway 7,Unknown,Highway 7 near County Road 26,43.328528,-81.019244,54,https://511on.ca/map/Cctv/54,Enabled,Looking Down
19,RWIS (MTO),WR-30,Highway 7,Unknown,Highway 7 near County Road 26,43.328528,-81.019244,55,https://511on.ca/map/Cctv/55,Enabled,Looking South
20,RWIS (MTO),CR-26,Highway 7A,Unknown,Highway 7A near Island Road,44.10583,-78.91666,56,https://511on.ca/map/Cctv/56,Enabled,Looking West
20,RWIS (MTO),CR-26,Highway 7A,Unknown,Highway 7A near Island Road,44.10583,-78.91666,57,https://511on.ca/map/Cctv/57,Enabled,Looking Down
20,RWIS (MTO),CR-26,Highway 7A,Unknown,Highway 7A near Island Road,44.10583,-78.91666,58,https://511on.ca/map/Cctv/58,Enabled,Looking East
21,RWIS (MTO),ER-38,Highway 7,Unknown,Highway 7 near Elm Tree Road,44.348349,-78.804348,59,https://511on.ca/map/Cctv/59,Enabled,Looking East
21,RWIS (MTO),ER-38,Highway 7,Unknown,Highway 7 near Elm Tree Road,44.348349,-78.804348,60,https://511on.ca/map/Cctv/60,Enabled,Looking Down
21,RWIS (MTO),ER-38,Highway 7,Unknown,Highway 7 near Elm Tree Road,44.348349,-78.804348,61,https://511on.ca/map/Cctv/61,Enabled,Looking West
23,RWIS (MTO),ER-25,Highway 7,Unknown,Highway 7 near Blairton Road,44.46033,-77.7623,65,https://511on.ca/map/Cctv/65,Enabled,Looking East
23,RWIS (MTO),ER-25,Highway 7,Unknown,Highway 7 near Blairton Road,44.46033,-77.7623,66,https://511on.ca/map/Cctv/66,Enabled,Looking Down
23,RWIS (MTO),ER-25,Highway 7,Unknown,Highway 7 near Blairton Road,44.46033,-77.7623,67,https://511on.ca/map/Cctv/67,Enabled,Looking West
24,RWIS (MTO),ER-26,Highway 7,Unknown,Highway 7 near Highway 41,44.62437,-77.1477833,68,https://511on.ca/map/Cctv/68,Enabled,Looking East
24,RWIS (MTO),ER-26,Highway 7,Unknown,Highway 7 near Highway 41,44.62437,-77.1477833,69,https://511on.ca/map/Cctv/69,Enabled,Looking South
24,RWIS (MTO),ER-26,Highway 7,Unknown,Highway 7 near Highway 41,44.62437,-77.1477833,70,https://511on.ca/map/Cctv/70,Enabled,Looking West
25,RWIS (MTO),ER-27,Highway 7,Unknown,Highway 7 near Maberly Main Street,44.83521,-76.5501,71,https://511on.ca/map/Cctv/71,Enabled,Looking East
25,RWIS (MTO),ER-27,Highway 7,Unknown,Highway 7 near Maberly Main Street,44.83521,-76.5501,72,https://511on.ca/map/Cctv/72,Enabled,Looking South
25,RWIS (MTO),ER-27,Highway 7,Unknown,Highway 7 near Maberly Main Street,44.83521,-76.5501,73,https://511on.ca/map/Cctv/73,Enabled,Looking West
27,RWIS (MTO),WR-8,Highway 8,Unknown,Highway 8 near Division Line,43.56605,-81.42234,77,https://511on.ca/map/Cctv/77,Enabled,Looking West
27,RWIS (MTO),WR-8,Highway 8,Unknown,Highway 8 near Division Line,43.56605,-81.42234,78,https://511on.ca/map/Cctv/78,Enabled,Looking Down
27,RWIS (MTO),WR-8,Highway 8,Unknown,Highway 8 near Division Line,43.56605,-81.42234,79,https://511on.ca/map/Cctv/79,Enabled,Looking East
28,RWIS (MTO),WR-3,Highway 8,Unknown,Highway 8 at Highway 7,43.43561,-80.456521,80,https://511on.ca/map/Cctv/80,Enabled,Looking East
28,RWIS (MTO),WR-3,Highway 8,Unknown,Highway 8 at Highway 7,43.43561,-80.456521,81,https://511on.ca/map/Cctv/81,Enabled,Looking West
28,RWIS (MTO),WR-3,Highway 8,Unknown,Highway 8 at Highway 7,43.43561,-80.456521,82,https://511on.ca/map/Cctv/82,Enabled,Looking North
29,RWIS (MTO),WR-17,Highway 10,Unknown,Highway 10 near Regional Road 10,43.97064,-80.11068,83,https://511on.ca/map/Cctv/83,Enabled,Looking North
29,RWIS (MTO),WR-17,Highway 10,Unknown,Highway 10 near Regional Road 10,43.97064,-80.11068,84,https://511on.ca/map/Cctv/84,Enabled,Looking Down
29,RWIS (MTO),WR-17,Highway 10,Unknown,Highway 10 near Regional Road 10,43.97064,-80.11068,85,https://511on.ca/map/Cctv/85,Enabled,Looking South
30,RWIS (MTO),WR-32,Highway 10,Unknown,Highway 10 near Regional Road 4,44.289,-80.599,86,https://511on.ca/map/Cctv/86,Enabled,Looking North
30,RWIS (MTO),WR-32,Highway 10,Unknown,Highway 10 near Regional Road 4,44.289,-80.599,87,https://511on.ca/map/Cctv/87,Enabled,Looking Down
30,RWIS (MTO),WR-32,Highway 10,Unknown,Highway 10 near Regional Road 4,44.289,-80.599,88,https://511on.ca/map/Cctv/88,Enabled,Looking South
31,RWIS (MTO),CR-2,Highway 11,Unknown,Highway 11 near Simcoe Road 169,44.74539,-79.34373,89,https://511on.ca/map/Cctv/89,Enabled,Looking South
31,RWIS (MTO),CR-2,Highway 11,Unknown,Highway 11 near Simcoe Road 169,44.74539,-79.34373,90,https://511on.ca/map/Cctv/90,Enabled,Looking Down
31,RWIS (MTO),CR-2,Highway 11,Unknown,Highway 11 near Simcoe Road 169,44.74539,-79.34373,91,https://511on.ca/map/Cctv/91,Enabled,Looking North
32,RWIS (MTO),NR-47,Highway 11,Unknown,Highway 11 North of Highway 118,45.002901,-79.301938,92,https://511on.ca/map/Cctv/92,Enabled,Looking North
32,RWIS (MTO),NR-47,Highway 11,Unknown,Highway 11 North of Highway 118,45.002901,-79.301938,93,https://511on.ca/map/Cctv/93,Enabled,Looking Down
32,RWIS (MTO),NR-47,Highway 11,Unknown,Highway 11 North of Highway 118,45.002901,-79.301938,94,https://511on.ca/map/Cctv/94,Enabled,Looking South
33,RWIS (MTO),NR-4,Highway 11,Unknown,Highway 11 at Highway 141,45.21542,-79.31329,95,https://511on.ca/map/Cctv/95,Enabled,Looking South
33,RWIS (MTO),NR-4,Highway 11,Unknown,Highway 11 at Highway 141,45.21542,-79.31329,96,https://511on.ca/map/Cctv/96,Enabled,Looking West
33,RWIS (MTO),NR-4,Highway 11,Unknown,Highway 11 at Highway 141,45.21542,-79.31329,97,https://511on.ca/map/Cctv/97,Enabled,Looking North
34,RWIS (MTO),NR-23,Highway 11,Unknown,Highway 11 near Magnetawan River Bridge,45.61605,-79.41654,98,https://511on.ca/map/Cctv/98,Enabled,Looking East
34,RWIS (MTO),NR-23,Highway 11,Unknown,Highway 11 near Magnetawan River Bridge,45.61605,-79.41654,99,https://511on.ca/map/Cctv/99,Enabled,Looking South
34,RWIS (MTO),NR-23,Highway 11,Unknown,Highway 11 near Magnetawan River Bridge,45.61605,-79.41654,100,https://511on.ca/map/Cctv/100,Enabled,Looking North
35,RWIS (MTO),NR-13,Highway 11,Unknown,Highway 11 North of Highway 522 B,46.00765,-79.35603,101,https://511on.ca/map/Cctv/101,Enabled,Looking South
35,RWIS (MTO),NR-13,Highway 11,Unknown,Highway 11 North of Highway 522 B,46.00765,-79.35603,102,https://511on.ca/map/Cctv/102,Enabled,Looking East
35,RWIS (MTO),NR-13,Highway 11,Unknown,Highway 11 North of Highway 522 B,46.00765,-79.35603,103,https://511on.ca/map/Cctv/103,Enabled,Looking North
36,RWIS (MTO),NR-14,Highway 11,Unknown,Highway 11 near Highway 64,46.74035,-79.80747,104,https://511on.ca/map/Cctv/104,Enabled,Looking West
36,RWIS (MTO),NR-14,Highway 11,Unknown,Highway 11 near Highway 64,46.74035,-79.80747,105,https://511on.ca/map/Cctv/105,Enabled,Looking North
36,RWIS (MTO),NR-14,Highway 11,Unknown,Highway 11 near Highway 64,46.74035,-79.80747,106,https://511on.ca/map/Cctv/106,Enabled,Looking East
37,RWIS (MTO),NR-9,Highway 11,Unknown,Highway 11 near Spruce Drive,47.10735,-79.7934,107,https://511on.ca/map/Cctv/107,Enabled,Looking South
37,RWIS (MTO),NR-9,Highway 11,Unknown,Highway 11 near Spruce Drive,47.10735,-79.7934,108,https://511on.ca/map/Cctv/108,Enabled,Looking Down
37,RWIS (MTO),NR-9,Highway 11,Unknown,Highway 11 near Spruce Drive,47.10735,-79.7934,109,https://511on.ca/map/Cctv/109,Enabled,Looking North
38,RWIS (MTO),NR-16,Highway 11,Unknown,Highway 11 near Highway 65,47.52927,-79.67508,110,https://511on.ca/map/Cctv/110,Enabled,Looking South
38,RWIS (MTO),NR-16,Highway 11,Unknown,Highway 11 near Highway 65,47.52927,-79.67508,111,https://511on.ca/map/Cctv/111,Enabled,Looking West
38,RWIS (MTO),NR-16,Highway 11,Unknown,Highway 11 near Highway 65,47.52927,-79.67508,112,https://511on.ca/map/Cctv/112,Enabled,Looking North
39,RWIS (MTO),NR-18,Highway 11,Unknown,Highway 11 at Highway 112,47.97108,-80.01793,113,https://511on.ca/map/Cctv/113,Enabled,Looking South
39,RWIS (MTO),NR-18,Highway 11,Unknown,Highway 11 at Highway 112,47.97108,-80.01793,114,https://511on.ca/map/Cctv/114,Enabled,Looking West
39,RWIS (MTO),NR-18,Highway 11,Unknown,Highway 11 at Highway 112,47.97108,-80.01793,115,https://511on.ca/map/Cctv/115,Enabled,Looking North
40,RWIS (MTO),NR-21,Highway 11,Unknown,Highway 11 near Playfair 3 Concession,48.40943,-80.3175,116,https://511on.ca/map/Cctv/116,Enabled,Looking East
40,RWIS (MTO),NR-21,Highway 11,Unknown,Highway 11 near Playfair 3 Concession,48.40943,-80.3175,117,https://511on.ca/map/Cctv/117,Enabled,Looking Down
40,RWIS (MTO),NR-21,Highway 11,Unknown,Highway 11 near Playfair 3 Concession,48.40943,-80.3175,118,https://511on.ca/map/Cctv/118,Enabled,Looking West
41,RWIS (MTO),NR-20,Highway 11,Unknown,Highway 11 near Jacobs Hill Road,48.77268,-80.804333,119,https://511on.ca/map/Cctv/119,Enabled,Looking North
41,RWIS (MTO),NR-20,Highway 11,Unknown,Highway 11 near Jacobs Hill Road,48.77268,-80.804333,120,https://511on.ca/map/Cctv/120,Enabled,Looking Down
41,RWIS (MTO),NR-20,Highway 11,Unknown,Highway 11 near Jacobs Hill Road,48.77268,-80.804333,121,https://511on.ca/map/Cctv/121,Enabled,Looking South
42,RWIS (MTO),NR-37,Highway 11,Unknown,Highway 11 near Highway 668,49.05843,-81.24535,122,https://511on.ca/map/Cctv/122,Enabled,Looking East
42,RWIS (MTO),NR-37,Highway 11,Unknown,Highway 11 near Highway 668,49.05843,-81.24535,123,https://511on.ca/map/Cctv/123,Enabled,Looking North
42,RWIS (MTO),NR-37,Highway 11,Unknown,Highway 11 near Highway 668,49.05843,-81.24535,124,https://511on.ca/map/Cctv/124,Enabled,Looking West
43,RWIS (MTO),NR-17,Highway 11,Unknown,Highway 11 near Main Road,49.28928,-81.78548,125,https://511on.ca/map/Cctv/125,Enabled,Looking East
43,RWIS (MTO),NR-17,Highway 11,Unknown,Highway 11 near Main Road,49.28928,-81.78548,126,https://511on.ca/map/Cctv/126,Enabled,Looking South
43,RWIS (MTO),NR-17,Highway 11,Unknown,Highway 11 near Main Road,49.28928,-81.78548,127,https://511on.ca/map/Cctv/127,Enabled,Looking West
44,RWIS (MTO),NR-19,Highway 11,Unknown,Highway 11 near McCowan Road,49.5537,-83.0064,128,https://511on.ca/map/Cctv/128,Enabled,Looking East
44,RWIS (MTO),NR-19,Highway 11,Unknown,Highway 11 near McCowan Road,49.5537,-83.0064,129,https://511on.ca/map/Cctv/129,Enabled,Looking Down
44,RWIS (MTO),NR-19,Highway 11,Unknown,Highway 11 near McCowan Road,49.5537,-83.0064,130,https://511on.ca/map/Cctv/130,Enabled,Looking West
45,RWIS (MTO),NR-36,Highway 11,Unknown,Highway 11 near Bannerman Road,49.71425,-83.8187,131,https://511on.ca/map/Cctv/131,Enabled,Looking East
45,RWIS (MTO),NR-36,Highway 11,Unknown,Highway 11 near Bannerman Road,49.71425,-83.8187,132,https://511on.ca/map/Cctv/132,Enabled,Looking South
45,RWIS (MTO),NR-36,Highway 11,Unknown,Highway 11 near Bannerman Road,49.71425,-83.8187,133,https://511on.ca/map/Cctv/133,Enabled,Looking West
46,RWIS (MTO),NR-10,Highway 11,Unknown,Highway 11 at Nagagami River Bridge,49.77201,-84.53846,134,https://511on.ca/map/Cctv/134,Enabled,Looking North
46,RWIS (MTO),NR-10,Highway 11,Unknown,Highway 11 at Nagagami River Bridge,49.77201,-84.53846,135,https://511on.ca/map/Cctv/135,Enabled,Looking East
46,RWIS (MTO),NR-10,Highway 11,Unknown,Highway 11 at Nagagami River Bridge,49.77201,-84.53846,136,https://511on.ca/map/Cctv/136,Enabled,Looking South
47,RWIS (MTO),NE-10,Highway 11,Unknown,Highway 11 west of Highway 631,49.756562,-84.957525,137,https://511on.ca/map/Cctv/137,Enabled,Looking West
47,RWIS (MTO),NE-10,Highway 11,Unknown,Highway 11 west of Highway 631,49.756562,-84.957525,138,https://511on.ca/map/Cctv/138,Enabled,Looking East
47,RWIS (MTO),NE-10,Highway 11,Unknown,Highway 11 west of Highway 631,49.756562,-84.957525,139,https://511on.ca/map/Cctv/139,Enabled,Looking Down
48,RWIS (MTO),NW-26,Highway 11,Unknown,Highway 11 near East Road,49.80038,-85.7119,140,https://511on.ca/map/Cctv/140,Enabled,Looking West
48,RWIS (MTO),NW-26,Highway 11,Unknown,Highway 11 near East Road,49.80038,-85.7119,141,https://511on.ca/map/Cctv/141,Enabled,Looking Down
48,RWIS (MTO),NW-26,Highway 11,Unknown,Highway 11 near East Road,49.80038,-85.7119,142,https://511on.ca/map/Cctv/142,Enabled,Looking East
49,RWIS (MTO),NW-9,Highway 11,Unknown,Highway 11 at Highway 625,49.79317,-86.31769,143,https://511on.ca/map/Cctv/143,Enabled,Looking West
49,RWIS (MTO),NW-9,Highway 11,Unknown,Highway 11 at Highway 625,49.79317,-86.31769,144,https://511on.ca/map/Cctv/144,Enabled,Looking Down
49,RWIS (MTO),NW-9,Highway 11,Unknown,Highway 11 at Highway 625,49.79317,-86.31769,145,https://511on.ca/map/Cctv/145,Enabled,Looking East
50,RWIS (MTO),NW-25,Highway 11,Unknown,Highway 11 near Rock Point Road,49.70605,-87.380422,146,https://511on.ca/map/Cctv/146,Enabled,Looking West
50,RWIS (MTO),NW-25,Highway 11,Unknown,Highway 11 near Rock Point Road,49.70605,-87.380422,147,https://511on.ca/map/Cctv/147,Enabled,Looking East
50,RWIS (MTO),NW-25,Highway 11,Unknown,Highway 11 near Rock Point Road,49.70605,-87.380422,148,https://511on.ca/map/Cctv/148,Enabled,Looking North
51,RWIS (MTO),NW-7,Highway 11,Unknown,Highway 11 near Gorge Creek Road,49.30305,-88.09916,149,https://511on.ca/map/Cctv/149,Enabled,Looking South
51,RWIS (MTO),NW-7,Highway 11,Unknown,Highway 11 near Gorge Creek Road,49.30305,-88.09916,150,https://511on.ca/map/Cctv/150,Enabled,Looking Down
51,RWIS (MTO),NW-7,Highway 11,Unknown,Highway 11 near Gorge Creek Road,49.30305,-88.09916,151,https://511on.ca/map/Cctv/151,Enabled,Looking North
52,RWIS (MTO),NW-24,Highway 11,Unknown,Highway 11 at Highway 102,48.53443,-89.6497702,152,https://511on.ca/map/Cctv/152,Enabled,Looking North
52,RWIS (MTO),NW-24,Highway 11,Unknown,Highway 11 at Highway 102,48.53443,-89.6497702,153,https://511on.ca/map/Cctv/153,Enabled,Looking East
52,RWIS (MTO),NW-24,Highway 11,Unknown,Highway 11 at Highway 102,48.53443,-89.6497702,154,https://511on.ca/map/Cctv/154,Enabled,Looking South
53,RWIS (MTO),NW-6,Highway 11,Unknown,Highway 11 near Kash River Road,48.65394,-90.41919,155,https://511on.ca/map/Cctv/155,Enabled,Looking West
53,RWIS (MTO),NW-6,Highway 11,Unknown,Highway 11 near Kash River Road,48.65394,-90.41919,156,https://511on.ca/map/Cctv/156,Enabled,Looking Down
53,RWIS (MTO),NW-6,Highway 11,Unknown,Highway 11 near Kash River Road,48.65394,-90.41919,157,https://511on.ca/map/Cctv/157,Enabled,Looking East
54,RWIS (MTO),NW-21,Highway 11,Unknown,Highway 11 near Highway 623,48.72817,-91.326689,158,https://511on.ca/map/Cctv/158,Enabled,Looking East
54,RWIS (MTO),NW-21,Highway 11,Unknown,Highway 11 near Highway 623,48.72817,-91.326689,159,https://511on.ca/map/Cctv/159,Enabled,Looking Down
54,RWIS (MTO),NW-21,Highway 11,Unknown,Highway 11 near Highway 623,48.72817,-91.326689,160,https://511on.ca/map/Cctv/160,Enabled,Looking West
55,RWIS (MTO),NW-15,Highway 11,Unknown,Highway 11 near Camp River Road,48.73493,-92.2846,161,https://511on.ca/map/Cctv/161,Enabled,Looking West
55,RWIS (MTO),NW-15,Highway 11,Unknown,Highway 11 near Camp River Road,48.73493,-92.2846,162,https://511on.ca/map/Cctv/162,Enabled,Looking North
55,RWIS (MTO),NW-15,Highway 11,Unknown,Highway 11 near Camp River Road,48.73493,-92.2846,163,https://511on.ca/map/Cctv/163,Enabled,Looking East
56,RWIS (MTO),NW-28,Highway 11,Unknown,Highway 11 West of Rainy Lake Scenic Lookout,48.652582,-93.307034,164,https://511on.ca/map/Cctv/164,Enabled,Looking East
56,RWIS (MTO),NW-28,Highway 11,Unknown,Highway 11 West of Rainy Lake Scenic Lookout,48.652582,-93.307034,165,https://511on.ca/map/Cctv/165,Enabled,Looking Down
56,RWIS (MTO),NW-28,Highway 11,Unknown,Highway 11 West of Rainy Lake Scenic Lookout,48.652582,-93.307034,166,https://511on.ca/map/Cctv/166,Enabled,Looking West
57,RWIS (MTO),NW-31,Highway 11,Unknown,Highway 11 and Highway 71,48.643504,-93.916037,167,https://511on.ca/map/Cctv/167,Enabled,Looking East
57,RWIS (MTO),NW-31,Highway 11,Unknown,Highway 11 and Highway 71,48.643504,-93.916037,168,https://511on.ca/map/Cctv/168,Enabled,Looking Down
57,RWIS (MTO),NW-31,Highway 11,Unknown,Highway 11 and Highway 71,48.643504,-93.916037,169,https://511on.ca/map/Cctv/169,Enabled,Looking West
58,RWIS (MTO),NW-18,Highway 11,Unknown,Highway 11 near Worthington Road 3,48.72242,-94.47468,170,https://511on.ca/map/Cctv/170,Enabled,Looking East
58,RWIS (MTO),NW-18,Highway 11,Unknown,Highway 11 near Worthington Road 3,48.72242,-94.47468,171,https://511on.ca/map/Cctv/171,Enabled,Looking South
58,RWIS (MTO),NW-18,Highway 11,Unknown,Highway 11 near Worthington Road 3,48.72242,-94.47468,172,https://511on.ca/map/Cctv/172,Enabled,Looking West
59,RWIS (MTO),CR-20,Highway 12,Unknown,Highway 12 near Highway 48,44.37253,-79.10743,173,https://511on.ca/map/Cctv/173,Enabled,Looking South
59,RWIS (MTO),CR-20,Highway 12,Unknown,Highway 12 near Highway 48,44.37253,-79.10743,174,https://511on.ca/map/Cctv/174,Enabled,Looking West
59,RWIS (MTO),CR-20,Highway 12,Unknown,Highway 12 near Highway 48,44.37253,-79.10743,175,https://511on.ca/map/Cctv/175,Enabled,Looking North
60,RWIS (MTO),ER-17,Highway 15,Unknown,Highway 15 near Regional Road 5,44.77901,-76.11031,176,https://511on.ca/map/Cctv/176,Enabled,Looking South
60,RWIS (MTO),ER-17,Highway 15,Unknown,Highway 15 near Regional Road 5,44.77901,-76.11031,177,https://511on.ca/map/Cctv/177,Enabled,Looking West
60,RWIS (MTO),ER-17,Highway 15,Unknown,Highway 15 near Regional Road 5,44.77901,-76.11031,178,https://511on.ca/map/Cctv/178,Enabled,Looking North
